"Table 5.35: Forest reserves and their protection status in MWS-037","","","","",""
"Forest reserve","Total Extent","Peripheral length in the MWS  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Pahanthibukanda forest","698","17","-","-","17"
"Bolagandawela forest","2205.4","18.5","-","-","-"
