"Table 2.4: Monthly average temperature details of the MWS-037","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","14.7","23.6"
"February","14.6","25.0"
"March","15.2","26.5"
"April","16.8","26.6"
"May","17.5","26.6"
"June","17.4","25.2"
"July","17.2","24.9"
"August","16.9","25.3"
"September","16.7","25.4"
"October","16.5","25.1"
"November","16.3","24.3"
"December","15.7","23.5"
