"Table 5.34: highlights the severity of degradation factors within key forest reserves.","","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4","NA  5"
,"Forest fires","Encroachments","Hunting","Cutting trees for timber poles","Gem mining","Land slides","Over grazing"
"Pahanthibukanda forest","1","5","-","6","4","2","3"
"Bolagandawela forest","1","-","2","3","-","-","-"
