"Table 5.1: Distribution of soil erosion hazard classes in MWS-037","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","838.5","43.3"
"Low","5-10 t ha-1 y-1","231.2","12.0"
"Moderate","10-20 t ha-1 y-1","181.9","9.4"
"High","20-50 t ha-1 y-1","198.8","10.3"
"Very high",">50 t ha-1 y-1","484.3","25.0"
