"Table 5.44: Three year plan MWS-037","","","","","","",""
"X","GN Division","Extent  ha","NA","NA  1","NA  2","NA  3","NA  4"
,,"2026","2027","2028",,,
,,"RP","DP","RP","DP","RP","DP"
"518","Udamadura",,"0.4",,"0.4",,"0.4"
"518B","Udamadura North",,"0.2",,"0.2",,"0.2"
,"Total","0","0.6","0","0.6","0","0.6"
