"Table 5.32: Forest reserves and their protection status in MWS-035","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2"
,"Forest fires","Encroachments","Cutting for firewood","Over grassing"
"Kimbulagala forest","1","2","-","-"
"Harasbedda-11 forest","1","-","3","2"
"Yatimadura forest","2","1","-","-"
