"Table 5.28: Provides the dominant species found in the natural vegetation in Upper Mahaweli Watershed","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","135.8","32.8","6.8"
"Shrublands","99.6","24","5.0"
"Grasslands","15.4","3.8","0.8"
"Forest Plantations","163.3","39.4","8.2"
"Total Vegetation","414.1","100","20.8"
