"Table 2.4: Monthly average temperature details of the MWS-035","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","14.1","22.8"
"February","14.0","24.2"
"March","14.5","25.6"
"April","16.1","25.7"
"May","16.8","25.7"
"June","16.7","24.2"
"July","16.5","23.9"
"August","16.2","24.3"
"September","16.0","24.4"
"October","15.8","24.2"
"November","15.7","23.5"
"December","15.0","22.7"
