"Table 5.35: Suitable species for restoration and home garden enrichment","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1"
,"Recklessness","Sabotaging","Malicious entertainment"
"Kimbulagala forest","1","2","-"
"Harasbedda-11 forest","2","1","3"
"Yatimadura forest","1","2","3"
