"Table 5.11: Estimate for rehabilitation of Watapettegas thanna Wewa in Ambanella GND (523)","",""
"Item","Work Description","Amount  LKR"
"1","Wet Silt removing from Canal or Tank beds and haul the surplus materials up to 1.6 km distance by machinery.(This rate is excluding of transporting of machinery)","400,500.00"
"2","Construction of CO spill","300,000.00"
"3","Construction of Sluice","300,000.00"
"4","Miscellaneous","4,500.00"
,"CIVIL COST","1,005,000.00"
"5","Contingencies 10%","100,500.00"
,"TOTAL COST","1,105,500.00"
