"Table 5.13: Summary of cost of rehabilitation of tanks located in MWS-035","",""
"Item","Work Description","Amount  LKR"
"1","Wet Silt removing from Canal or Tank beds and haul the surplus materials up to 1.6 km distance by machinery.(This rate is excluding of transporting of machinery)","560,700.00"
"2","Miscellaneous","4,300.00"
,"CIVIL COST","565,000.00"
"3","Contingencies 10%","56,500.00"
,"TOTAL COST","621,500.00"
