"Table 5.14: Implementation schedule of four tanks in MWS-035",""
"Tank name","Cost"
"Udaliyadda wewa","957,000"
"Dambagahamada Lake","-"
"Wewathenna Lake","6,413,000"
"Landegedara Lake","1,105,500"
"Watapettegas thanna Wewa","445,500"
"Thanahena wewa","621,500"
"Total","=SUM(ABOVE) 9,542,500"
