"Table 5.26: Cost estimates and Time frame",""
"GND","Tourist Attractions"
"Wewathenna","Udagama galkanda - udagama"
"Dabbare","Pahanthibu kanda view point"
"Yatimadura","Golu male, Chetanarama Rajamaha Temple"
