"Table 5.1: Distribution of soil erosion hazard classes in MWS-035","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","526.8","26.4"
"Low","5-10 t ha-1 y-1","79.2","4.0"
"Moderate","10-20 t ha-1 y-1","175.6","8.8"
"High","20-50 t ha-1 y-1","404.0","20.2"
"Very high",">50 t ha-1 y-1","810.8","40.6"
