"Table 5.30: Some characteristic species recorded in MWS-035",""
"Strata","Species"
"Canopy","Elaeocarpus glandulifer, Myristica dactyloides, Cryptocarya wightiana, Palaquium hinmolpedde, Fahrenheitia zeylanica, Syzygium gardneri, Semecarpus nigro-viridis, Calophyllum acidus, Aglaia congylos, Bhesa montana, Pseudocarapa championii and Cullenia ceylanica"
"Sub-canopy","Nothopegia beddomei, Hortonia floribunda, Acronychia pedunculata, Celtis cinnamomea, and Euodia lunu-ankenda"
"Shrub","Agrostistachys coriacea, Allophylus varians, Eurya spp, Ilex denticula, Maesa indica, Psychotria nigra, and Saprosma foetens"
"Lianas and climbers","Freycinetia walkeri, Pothos remotiflorus, Elaeagnus latifolia and Asparagus falcatus"
"Herb","Scutellaria spp, Pogostemon spp, and Impatiens spp."
