"Table 5.21: Forest reserves and their protection status in MWS-034-1","","","","",""
"Forest reserve","Total Extent","Peripheral length  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Paragahaarawa forest","771","30","-","-","30"
