"Table 2.4: Monthly average temperature details of the MWS-034-1","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","14.4","23.1"
"February","14.3","24.6"
"March","14.9","26.1"
"April","16.5","26.3"
"May","17.1","26.3"
"June","17.0","24.9"
"July","16.7","24.7"
"August","16.6","25.0"
"September","16.3","25.1"
"October","16.2","24.7"
"November","16.0","23.9"
"December","15.4","23.0"
