"Table 2.1: Administrative details of MWS-034-1","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 034 1  ha","X  Area belongs to MWS 034 1","Remarks"
"1","527C","Kandeyaya","1217.9","558.2","45.83%",
"2","37E","Yalagamuwa*","580.9","0.01","0.001%","Included in Uvaparanagama DSD"
"3","32B","Dikkumbura*","998.1","0.1","0.01%","Included in Kandeketiya DSD"
"4","32D","Wasanagama*","262.6","0.03","0.01%","Included in Kandeketiya DSD"
"5","521","Bolagandawela*","716.4","0.7","0.10%","Included in MWS-037"
