"Table 5.5: Details of minor tanks available in MWS-034-1","","",""
"Name of Tank","Custodianship","Location details","Remarks"
"Pussellava Water Spring","Private Land","7.06254N, 80.94698E","Proposal if to construct a new tank which needs an Embankment of Length 40 m and Height 9 m.
The proposal is not taken for further action as explained above."
