"Table 2.3: Monthly average rainfall details of the MWS-034-1",""
"Month","Monthly Rainfall  mm"
"January","316"
"February","177"
"March","128"
"April","186"
"May","122"
"June","35"
"July","42"
"August","61"
"September","95"
"October","255"
"November","369"
"December","448"
"Annual","2234"
