"Table 5.1: Distribution of soil erosion hazard classes in MWS-034-1.","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","229.3","41.0"
"Low","5-10 t ha-1 y-1","103.8","18.6"
"Moderate","10-20 t ha-1 y-1","106.0","19.0"
"High","20-50 t ha-1 y-1","56.0","10.0"
"Very high",">50 t ha-1 y-1","63.8","11.4"
