"Table 6.37: Log frame for forest management in the mini watershed","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3"
,"Recklessness","To obtain fresh grass","Sabotaging","To Clear foot paths","Burning residues for agricultural activities"
"Mahakudugala Conservation Forest","1","5","4","3","2"
