"Table 3.4: Monthly average temperature details of the MWS-024","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","13.5","22.1"
"February","13.4","23.5"
"March","14.0","24.8"
"April","15.4","24.9"
"May","16.3","24.8"
"June","16.2","23.2"
"July","15.9","22.8"
"August","15.7","23.2"
"September","15.4","23.5"
"October","15.2","23.3"
"November","15.1","22.7"
"December","14.4","22.0"
