"Table 6.29: Dominant species found in the natural vegetation in Upper Mahaweli Watershed",""
"GNDs","Tourism Attraction Places"
"Palalpathana","Darapanahela Temple , Mahakudugala Mountain"
"Morabedda","Mini Worlds End, Agri Technology Village (Nelugaha)"
