"Table 3.5: GN-wise demographic details of the MWS-024","","","","",""
"GND No","GND Name","No  of Houses","No  of Families","Female","Male"
"526A","Palalpathana","254","273","486","469"
"526B","Harasbedda North","386","414","670","614"
"526","Harasbedda South","112","146","224","254"
"526C","Morabedda","145","195","308","302"
,"Total","897","1028","1688","1639"
