"Table 3.3: Monthly average rainfall details of the MWS-024",""
"Month","Monthly Rainfall  mm"
"January","291"
"February","160"
"March","138"
"April","211"
"May","154"
"June","56"
"July","65"
"August","83"
"September","115"
"October","280"
"November","350"
"December","419"
"Annual","2321"
