"Table 6.45: Annual production of major export crops","","","","","","",""
"X","GN Division","Extent  ha","NA","NA  1","NA  2","NA  3","NA  4"
,,"2026","2027","2028",,,
,,"RP","DP","RP","DP","RP","DP"
"526A","Palalpathana","1","2","1","2","1","1"
"526B","Harasbedda North","1","2","1","1.5","1","1"
"526","Harasbedda South","1.5","1","1","1","1","1"
"526C","Morabedda","2","2","1","2","1","1.5"
,"Total","5.5","7","4","6.5","4","4.5"
