"Table 6.36: Stakeholder involvement in the MWS-024","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Mahakudugala","High forest","Eucalyptus","16.3","Mature plantation"
"Mahakudugala","Harasbedda","Eucalyptus","49.8","Young to Mature plantations"
"Mahakudugala","Harasbedda","Pinus","6.9","Mature plantations"
"Dixon’s corner","Senarthpura","Eucalyptus","86.7","Young to Mature plantations"
