"Table 6.34: Causes of forest fires in the MWS-024","","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4","NA  5"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Gem mining","Illegal felling"
"Mahakudugala Conservation Forest","2","7","5","4","6","1","3"
