"Table 6.46: Potential value-added production","","","","","","",""
"Year","Extent  ha","Cost  Rs","Community contribution","Project contribution","NA","NA  1","NA  2"
,"RP","DP","RP","DP","Total",,"Total"
"2026","5.5","7","3465000","3500000","6965000","Labour and equipment cost borne by the TSH","6965000"
"2027","4","6.5","2520000","3250000","5770000",,"5770000"
"2028","4","4.5","2520000","2250000","4770000",,"4770000"
,,,,"Total",,"17505000",
