"Table 5.34: Forest Plantation with exotic species in the MWS-014","","","",""
"Species","Beat","FA Division","Extent  ha","Present status"
"Pinus","Hanguranketha","Malulla","27.1","Mature plantation"
"Eucalyptus","Hanguranketha","Malulla","0.7","Mature plantation"
