"Table 5.33: Forest reserves and their protection status in MWS-014","","","","","",""
"Forest reserve","Total Extent","Extent in the MWS","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Diyathalakanda other state forest","416.98",,"8.0","-","-","8.0"
