"Table 2.3: Monthly average rainfall details of the MWS-014",""
"Month","Monthly Rainfall  mm"
"January","206"
"February","120"
"March","98"
"April","181"
"May","119"
"June","55"
"July","60"
"August","71"
"September","96"
"October","249"
"November","310"
"December","327"
"Annual","1892"
