"Table 5.32: Deforestation and degradation drivers in the MWS-014","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3"
,"Forest fires","Encroachments","Over grassing","Cutting for fire wood","Land slides"
"Diyathalakanda other state forest","1","3","5","4","2"
