"Table 5.29: Forest Plantation in the MWS-032","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Nildhandahinna","Paragahaarawa","Pine","11.6","Mature plantation"
"Dixon’s corner","Senarathpura","Pine","2.1","Mature plantations"
"Dixon’s corner","Senarathpura","Eucalyptus","43.8","Mature plantations"
