"Table 5.1: Distribution of soil erosion hazard classes in MWS-032.","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","222.4","26.9"
"Low","5-10 t ha-1 y-1","43.0","5.2"
"Moderate","10-20 t ha-1 y-1","81.6","9.9"
"High","20-50 t ha-1 y-1","142.8","17.3"
"Very high",">50 t ha-1 y-1","338.2","40.8"
