"Table 2.4: Monthly average temperature details of the MWS-032","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","13.7","22.2"
"February","13.5","23.6"
"March","14.1","25.0"
"April","15.6","25.2"
"May","16.4","25.2"
"June","16.2","23.7"
"July","16.0","23.4"
"August","15.8","23.8"
"September","15.5","23.9"
"October","15.4","23.6"
"November","15.2","22.9"
"December","14.6","22.1"
