"Table 5.23: Vegetation types in the MWS-032","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","35.3","12.4","4.3"
"Shrublands","178.0","62.6","21.5"
"Grasslands","1.8","0.7","0.2"
"Forest Plantations","69.2","24.3","8.4"
"Total Vegetation","284.3","100","34.4"
