"Table 6.31: Deforestation and degradation drivers in the MWS-029","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood"
"Wewakele forest","1","-","-","-"
"Kothalagalakanda forest","1","-","3","2"
"Deliwala forest","2","1","-","-"
