"Table 6.33: Forest Plantation in the MWS-029","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Mahakudugala","High forest","Pine","35.3","Mature plantation"
"Mahakudugala","High forest","Eucalyptus","6.0","Mature plantations"
