"Table 3.3: Monthly average rainfall details of the MWS-025",""
"Month","Monthly Rainfall  mm"
"January","317"
"February","167"
"March","140"
"April","218"
"May","151"
"June","61"
"July","78"
"August","85"
"September","126"
"October","285"
"November","360"
"December","436"
"Annual","2425"
