"Table 3.4: Monthly average temperature details of the MWS-025","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","14.2","23.5"
"February","14.2","24.8"
"March","14.7","26.1"
"April","16.3","26.0"
"May","17.2","25.6"
"June","17.2","23.9"
"July","17.0","23.4"
"August","16.6","24.0"
"September","16.3","24.3"
"October","16.1","24.4"
"November","15.8","23.9"
"December","15.2","23.2"
