"Table 5.1: Distribution of soil erosion hazard classes in MWS-008-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","394.6","36.5%"
"Low","5-10 t ha-1 y-1","56.6","5.2%"
"Moderate","10-20 t ha-1 y-1","105.5","9.8%"
"High","20-50 t ha-1 y-1","198.4","18.3%"
"Very high",">50 t ha-1 y-1","326.5","30.2%"
