"Table 5.19: Forest lands in MWS-008-1","",""
"Type of land use","Extent  ha","Percentage"
"Forest reserves -dense","0","0"
"Forest reserves-open","29.6","10.50"
"Forest Plantations","0","0"
"Grasslands","0","0"
"Scrublands","252.2","89.50"
"Total Forest associations","281.8","26.05"
"All other land uses","799.7","73.95"
