"Table 2.4: Monthly average temperature details of the MWS-008-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","18.0","27.9"
"February","18.0","29.4"
"March","18.7","30.9"
"April","20.2","30.6"
"May","21.0","30.0"
"June","21.1","28.6"
"July","21.0","28.2"
"August","20.5","28.8"
"September","20.2","29.0"
"October","19.9","29.0"
"November","19.6","28.4"
"December","19.1","27.5"
