"Table 2.3: Monthly average rainfall details of the MWS-008-1",""
"Month","Monthly.Rainfall..mm."
"January","158"
"February","100"
"March","95"
"April","194"
"May","132"
"June","76"
"July","77"
"August","85"
"September","107"
"October","260"
"November","292"
"December","282"
"Annual","1859"
