"Table 3.3: Monthly average rainfall details of the MWS-018-2",""
"Month","Monthly Rainfall  mm"
"January","293"
"February","162"
"March","135"
"April","254"
"May","194"
"June","132"
"July","148"
"August","131"
"September","167"
"October","337"
"November","372"
"December","425"
"Annual","2750"
