"Table 6.19: Potential for tourism development and promotion in the area",""
"GN Division","Tourist Attractions"
"Rookwood Estate","Easland Viewpoint, No.1 Bungalow, Bangalawa Wewa Akkara 50 Wewa with Natural beauty of the area with mountain + Tea estate views (This area consists of an old Tea Estate, a Bungalow, a Lake Which are attractive destinations for the tourists)"
