"Table 3.5: GN-wise demographic details of the MWS-018-2","","","","",""
"GND No","GND Name","No  of Houses","No  of Families","Female","Male"
"501F","Rookwood Estate**","65","704","1531","1291"
,"Total","65","704","1531","1291"
