"Table 6.21: Vegetation types in the MWS-018-2","","",""
"Vegetation type","Extent  ha","Percentage from the total Natural vegetation","Percentage from the total Land area of the mini watershed"
"Dense forests","55.2","52.6","15"
"Shrublands","5.7","5.5","1.6"
"Grasslands","27.3","26","7.5"
"Forest Plantations","16.7","15.9","4.5"
"Total","104.9","100","28.6"
