"Table 3.1: Administrative details of MWS-018-2","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 018 2  ha","X  Area belongs to MWS 018 2","Remarks"
"1","501B","Muloya*","783.6","27.2","3.5%","Included in MWS-010"
"2","501F","Rookwood Estate","724.6","339.5","46.8%","Shared between MWS-010 and MWS-018-2"
