Forest reserve,Rank value of Deforestation and Degradation,,,,,
,Forest fires,Encroachments,Over grassing,Cutting for firewood,Land slides,Illegal felling
Piduruthalagala Conservation Forest ,1,3,5,2,4,6
Okandagala,3,1,-,5,2,4
