"Table 3.6: Age group categorization of the population of MWS-018-2  (GN-wise)","","","","","","","","","","","","","",""
"GND No","GND Name","X0 4","X5 9","X10 14","X15 19","X20 24","X25 29","X30 34","X35 39","X40 44","X45 49","X50 54","X55 59","Above 60 years"
"501F","Rookwood Estate**","188","161","168","163","474","483","139","131","121","120","146","134","394"
,"Total","188","161","168","163","474","483","139","131","121","120","146","134","394"
