"Table 6.27: Causes of forest fires in the MWS-018-2","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment","Burning residues for agricultural activities"
"Piduruthalagala
(Conservation forest)","2","1","5","3","4"
"Okandagala","1","-","3","4","2"
