"Table 5.15: Summary of cost of rehabilitation of tanks located in MWS-104",""
"Tank name","Cost"
"Pahala Bogahapitiya Reservoir","891,000"
"Ritigahawagura Pathaha","1,012,000"
"Kiramba Pathaha","990,000"
"Ankadura Pathaha","462,000"
"Aswedduma Pathaha","1,325,500"
"Thalakola Wewa","495,000"
"Udakumbura Pathaha","605,000"
"Kumburegama Pathaha","957,000"
"TOTAL","6,737,500"
