"Table 2.7: Occupational details of the community of MWS-104 (GN-wise)","","","","","","","","","","","","","","",""
"GND No","GND Name","Employment","NA","NA  1","NA  2","NA  3","NA  4","NA  5","NA  6","NA  7","NA  8","NA  9","NA  10","NA  11","NA  12"
,,"Executive/ Manager","Clerk","Industrial","Security Services","Foreign employment","Masonry","Carpenter","Animal Husbandry","Business","Apparel","Labour","Agriculture","Plantations","Others"
"698","Balagolla East","135","162","4","462","162","6","4","72","64","247","71","3","2","0"
"704","Hurikaduwa Madige","0","6","16","28","64","9","3","5","8","27","69","57","1","97"
"674","Maharathenna East","3","8","12","27","24","40","30","4","15","20","55","30","0","250"
"710","Deliwalathenna","22","18","33","28","30","21","12","32","17","52","163","104","0","121"
"692","Kundasale South*","71","183","72","134","285","17","8","0","0","0","0","0","0","0"
"702","Aswalapitiya","10","5","10","12","50","15","8","4","10","30","120","30","0","500"
"713","Galamuna","27","82","51","55","33","22","7","15","42","64","82","48","6","309"
"712","Malpana","15","6","30","34","53","25","18","10","31","45","35","60","3","125"
"699","Balagolla West","59","67","24","53","47","14","5","5","81","26","8","0","2","803"
"700","Kengalla","85","67","28","64","198","49","36","63","80","139","65","140","27","960"
"701","Ihalawela","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"705","Menikhinna","136","12","5","28","34","13","10","12","158","32","78","60","5","412"
"711","Heepitiya","2","6","13","59","24","40","25","9","13","39","45","64","2","55"
"709","Lunuketiyamaditta","5","42","35","52","15","30","25","8","12","175","40","18","5","75"
,"Total","570","664","333","1036","1019","301","191","239","531","896","831","614","53","3707"
