"Table 2.3: Monthly average rainfall details of the MWS-005",""
"Month","Monthly Rainfall  mm"
"January","127"
"February","85"
"March","102"
"April","204"
"May","140"
"June","96"
"July","90"
"August","97"
"September","116"
"October","268"
"November","280"
"December","247"
"Annual","1853"
