"Table 5.31: Vegetation cover vs population in MWS-005","","","",""
"X","Land use","Extent","Percentage","Population"
"1","Forests and associated lands","371.8","21.27","17 GNDs"
"2","Tea","102.1","5.84",
"3","Home gardens","828.2","47.37",
,"Total","1302.1","74.48","12716"
