"Table 5.1: Distribution of soil erosion hazard classes in MWS-005","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","502.7","28.7%"
"Low","5-10 t ha-1 y-1","114.3","6.5%"
"Moderate","10-20 t ha-1 y-1","222.4","12.7%"
"High","20-50 t ha-1 y-1","385.7","22.1%"
"Very high",">50 t ha-1 y-1","523.5","29.9%"
