"Table 5.25: Forest reserves and their protection status in MWS-101-1","","","","",""
"Forest reserve","Total Extent  ha","Peripheral length  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Morella forest Part 1-
Part 2 – (Belongs to Pannila DSD)","3.27
95.0","0.8 
6.4","-
-","-
-","-
-"
"Katukandagolla forest","30","3.5","-","-","1.0"
"Delgaslanda forest","7.58","2.1","-","-","2.1"
