"Table 5.1: Distribution of soil erosion hazard classes in MWS-101-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","582.3","36.9"
"Low","5-10 t ha-1 y-1","138.2","8.8"
"Moderate","10-20 t ha-1 y-1","238.8","15.1"
"High","20-50 t ha-1 y-1","329.5","20.9"
"Very high",">50 t ha-1 y-1","290.6","18.4"
