"Table 5.24: Highlights the severity of degradation factors within key forest reserves.","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2"
,"Forest fires","Encroachments","Cutting for fire wood","Illegal felling"
"Morella forest","-","1","-","-
-"
"Katukandagolla forest","2","-","1","3
-"
"Delgaslanda forest","3","2","1","-
-"
