"Table 2.3: Monthly average rainfall details of the MWS-101-1",""
"Month","Monthly Rainfall  mm"
"January","127"
"February","77"
"March","92"
"April","167"
"May","132"
"June","99"
"July","92"
"August","99"
"September","124"
"October","271"
"November","269"
"December","252"
"Annual","1801"
