"Table 5.22:  Vegetation types in the MWS-101-1","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","147.2","40.1","8.4"
"Shrublands","172.1","46.9","9.8"
"Grasslands","20.1","5.5","1.1"
"Forest Plantations","27.3","7.5","1.6"
"Total Vegetation","366.7","100.0","20.9"
